timestamp,open,high,low,close,volume
2023-02-17,110.3379,112.3722,110.065,111.1843,1176482
2023-02-20,111.1637,111.5504,110.6786,111.2367,936470
2023-02-21,110.9828,111.3573,110.4956,111.1774,970740
2023-02-22,110.616,112.3313,110.2285,112.326,977856
2023-02-23,111.8684,112.2457,111.164,111.1805,1030685
2023-02-24,111.0542,111.2811,110.6954,111.2749,900691
2023-02-27,110.9289,111.1972,110.6795,110.897,1072210
2023-02-28,110.7549,111.5531,110.1741,110.4571,982696
2023-03-01,110.5274,111.3762,110.3263,110.6429,994950
2023-03-02,110.8353,111.7837,110.1611,111.3863,1049448
2023-03-03,111.2281,112.0253,110.9198,111.2167,1023453
2023-03-06,111.4028,111.9604,110.7359,111.7559,1058699
2023-03-07,111.5524,111.7618,107.5215,108.0056,1290390
2023-03-08,108.0954,109.0667,107.9993,108.1414,1112055
2023-03-09,108.0899,110.28,107.9878,110.0282,1075451
2023-03-10,110.0704,110.8166,109.7307,110.4457,981161
2023-03-13,110.1889,110.3235,108.8345,108.9022,1306908
2023-03-14,109.008,110.6807,108.5431,110.2409,1322097
2023-03-15,110.0189,111.1788,109.9882,111.0413,900020
2023-03-16,111.0086,111.2243,107.8594,108.301,1092526
2023-03-17,108.2544,109.3406,108.1866,109.0657,1158883
2023-03-20,108.703,109.7771,108.6073,109.726,996897
2023-03-21,109.332,112.2838,109.0079,111.6629,1070790
2023-03-22,111.7001,111.8179,110.6602,111.3517,891304
2023-03-23,111.3407,111.5363,109.6702,110.2426,1197732
2023-03-24,110.296,112.8841,110.0387,112.2055,1209143
2023-03-27,112.1237,112.6602,110.0487,110.6563,1120630
2023-03-28,110.7594,111.3322,106.6953,107.5403,1185654
2023-03-29,107.6049,108.0415,104.8764,105.595,1239399
2023-03-30,105.6613,107.4687,105.5587,107.4532,861063
2023-03-31,107.1353,107.5259,106.7885,107.3956,896430
2023-04-03,107.0795,107.8971,106.5561,107.4387,1045183
2023-04-04,107.5942,108.3684,105.1514,105.3114,1111615
2023-04-05,105.3618,105.6478,104.9809,105.4484,1047676
2023-04-06,105.4259,106.8253,105.1117,106.6605,953759
2023-04-07,106.5549,107.1467,106.3674,106.537,976462
2023-04-10,106.5263,106.9361,104.7247,104.9754,1021853
2023-04-11,104.891,105.3154,104.0692,104.3008,1077212
2023-04-12,104.505,105.0063,104.2797,104.5623,910302
2023-04-13,104.5878,104.8673,104.3693,104.707,1070247
2023-04-14,104.501,104.9634,104.1865,104.3868,1022241
2023-04-17,104.5476,104.5771,100.2569,100.5194,1170282
2023-04-18,100.1653,100.5579,99.9851,100.3864,1075199
2023-04-19,100.6523,101.2466,100.0456,100.3298,827821
2023-04-20,100.2805,102.7209,99.9793,102.1437,1319451
2023-04-21,101.9525,103.4366,101.9457,103.225,983771
2023-04-24,103.334,103.3985,101.6099,102.1577,1107746
2023-04-25,102.42,105.8343,102.3047,105.313,1168817
2023-04-26,104.9873,105.9501,101.864,102.1042,1041992
2023-04-27,102.1733,104.7228,102.1497,104.5568,1028762
2023-04-28,104.5174,105.6455,103.2431,105.4781,1200757
2023-05-01,105.4031,105.9008,105.2604,105.7281,1010543
2023-05-02,105.9157,106.0551,104.227,104.3639,1154669
2023-05-03,104.2204,104.9547,101.3329,101.8614,1264623
2023-05-04,102.012,103.2991,101.5232,103.157,1032688
2023-05-05,103.3845,103.7829,102.4559,102.4637,1022444
2023-05-08,102.5212,102.7755,100.379,101.189,1106405
2023-05-09,101.3745,101.6809,101.31,101.3435,1143101
2023-05-10,101.4567,101.84,100.0245,100.9689,989924
2023-05-11,100.9449,101.5299,100.7074,100.9038,771223
2023-05-12,100.7576,101.1313,99.9989,100.9188,1037950
2023-05-15,101.1072,102.9229,100.9779,102.2312,1089481
2023-05-16,102.6918,102.698,102.0232,102.0583,1007756
2023-05-17,101.8142,103.634,101.7325,103.4331,1055191
2023-05-18,103.584,104.5432,103.3629,103.9498,984636
2023-05-19,104.1561,105.0962,103.9288,104.644,1144550
2023-05-22,104.2218,104.3983,102.6896,103.1107,1241481
2023-05-23,103.4527,103.99,102.4503,102.7497,1142600
2023-05-24,102.952,105.8066,102.7023,105.2258,988957
2023-05-25,105.3134,106.3287,105.0284,105.8871,1049208
2023-05-26,105.9562,106.3241,105.5443,105.6403,1214679
2023-05-29,105.7487,105.8399,105.2803,105.3919,1006459
2023-05-30,105.5275,105.9161,102.8186,103.1855,1157064
2023-05-31,102.868,105.2617,102.5027,105.0944,1142728
2023-06-01,104.745,106.488,104.5317,105.8214,1218346
2023-06-02,105.9814,106.2042,104.6696,104.6892,1012009
2023-06-05,104.8979,106.9375,104.8504,106.5924,961625
2023-06-06,106.7527,110.184,106.3791,110.0896,1262649
2023-06-07,110.0143,112.0293,109.9346,111.6391,1185235
2023-06-08,111.7029,112.0066,110.2064,110.4096,1132948
2023-06-09,110.313,110.5285,109.0267,109.5539,1001401
2023-06-12,109.6768,110.0528,109.0902,109.4276,845192
2023-06-13,109.5288,110.3516,109.1518,110.1955,1180680
2023-06-14,109.9772,110.036,108.8199,109.0212,1028036
2023-06-15,108.6164,108.7235,108.2867,108.2886,1302068
2023-06-16,108.4326,108.4447,108.0203,108.3255,957652
2023-06-19,108.0202,108.0207,106.8276,107.2609,1023998
2023-06-20,107.2176,107.8209,107.1324,107.6033,1025937
2023-06-21,107.5204,107.9263,106.9304,107.5897,1034491
2023-06-22,107.6552,108.3833,107.3948,108.08,1101510
2023-06-23,108.2496,108.3792,107.7313,107.8766,977627
2023-06-26,107.9032,107.9213,106.6664,107.1049,1067895
2023-06-27,107.0272,107.3826,106.7619,107.3198,866103
2023-06-28,107.1059,107.7459,106.8328,107.4005,1040377
2023-06-29,107.2493,107.8991,106.5892,107.3851,1226052
2023-06-30,107.1776,107.4765,105.7661,106.28,1138458
2023-07-03,106.2115,107.9234,106.0832,107.8403,1000751
2023-07-04,107.985,108.994,107.7501,108.4402,996892
2023-07-05,108.1846,108.4134,105.9626,106.7261,1172037
2023-07-06,106.641,107.0425,106.6078,106.8482,1031214
2023-07-07,107.2202,108.786,107.0903,108.5429,1076440
2023-07-10,108.8044,109.1974,107.9738,108.3303,1041772
2023-07-11,108.2612,109.4156,108.0565,109.407,1130863
2023-07-12,109.1711,111.0152,109.1655,110.2876,1013526
2023-07-13,110.1733,110.6387,108.6173,108.8376,1082803
2023-07-14,109.0464,109.4747,107.8795,108.1309,969530
2023-07-17,108.1609,108.8349,108.0518,108.7808,882531
2023-07-18,109.042,109.5683,108.8763,109.1188,979397
2023-07-19,109.4774,110.4175,109.1843,110.0496,941222
2023-07-20,110.1255,110.3674,109.9547,110.3118,1000245
2023-07-21,110.2355,110.732,108.4146,109.3018,975822
2023-07-24,108.889,109.9486,108.7235,109.6338,938768
2023-07-25,109.7215,110.14,108.5532,109.0992,1144870
2023-07-26,109.0356,109.0862,106.9625,107.3845,1174169
2023-07-27,107.4217,107.6905,107.1999,107.2692,1100409
2023-07-28,107.409,109.3866,107.2083,109.3786,882139
2023-07-31,109.4751,110.4163,108.0588,108.5364,1085199
2023-08-01,108.6032,108.703,107.9028,108.3749,1030538
2023-08-02,108.3142,108.963,107.4082,107.6946,1027425
2023-08-03,107.3967,108.996,106.9138,108.189,954962
2023-08-04,108.0629,108.8988,107.6489,108.754,1083167
2023-08-07,108.5294,111.6142,108.1907,111.3484,1056095
2023-08-08,111.3899,111.6796,110.5714,110.6401,1003207
2023-08-09,110.7105,112.9712,110.3701,112.5868,1110690
2023-08-10,112.4633,115.2144,112.2175,114.7202,1013518
2023-08-11,114.7662,115.1726,112.9098,112.9772,1059177
2023-08-14,113.0585,113.5365,111.3058,111.9679,1199975
2023-08-15,112.1048,112.3824,109.8202,110.7736,822195
2023-08-16,110.6446,111.3713,110.3353,110.6355,1053853
2023-08-17,110.6088,112.7332,110.119,112.5742,1067396
2023-08-18,112.7008,112.801,111.9293,112.2474,886449
2023-08-21,112.1761,115.254,111.9178,114.8782,1006742
2023-08-22,115.0825,118.4612,115.0142,117.6454,1265435
2023-08-23,117.5467,118.5993,116.3929,117.212,1025704
2023-08-24,117.2815,119.3377,117.2456,118.9352,904087
2023-08-25,118.9022,119.5912,118.6048,119.4284,1175651
2023-08-28,119.4168,121.8813,119.061,121.211,1206358
2023-08-29,121.0612,121.9336,120.1819,121.8121,1008594
2023-08-30,122.0135,123.883,121.2157,123.4007,1155861
2023-08-31,123.2357,126.2236,122.3008,125.4939,1083984
2023-09-01,125.7937,125.8893,123.2491,123.642,1079673
2023-09-04,123.651,125.2418,123.1701,124.8364,1088174
2023-09-05,124.8184,125.2838,124.0653,124.8608,932510
2023-09-06,124.9371,126.7167,124.9068,126.4472,799670
2023-09-07,126.3902,128.7688,126.2341,127.8769,986120
2023-09-08,127.1796,128.5106,125.2514,125.333,1252071
2023-09-11,125.2193,127.4774,125.0234,127.3118,933486
2023-09-12,127.6163,127.6367,125.0647,125.6318,1064374
2023-09-13,125.4448,125.5201,123.9991,124.2619,1139223
2023-09-14,124.4706,124.8622,123.5509,123.8699,1249122
2023-09-15,123.8504,124.1968,122.4164,122.7749,1061642
2023-09-18,122.9712,124.7766,122.355,123.8831,1047965
2023-09-19,124.1895,124.2644,121.286,121.7568,1055819
2023-09-20,121.983,122.0289,119.7485,119.8435,1003257
2023-09-21,119.8025,121.3906,119.728,120.8777,1015883
2023-09-22,120.7043,121.6043,118.6443,119.0387,1020135
2023-09-25,119.0906,121.0353,118.8656,120.6697,940644
2023-09-26,120.9235,122.0757,119.9407,120.1994,921711
2023-09-27,120.2597,121.9565,119.8159,121.651,1205046
2023-09-28,121.6799,122.126,119.1016,119.369,1146692
2023-09-29,119.0906,119.1894,117.4637,117.5527,1122191
2023-10-02,117.649,118.1539,115.0402,115.2973,1202879
2023-10-03,115.2497,116.0883,115.038,115.8114,1005110
2023-10-04,116.4743,116.5613,115.4832,115.52,953411
2023-10-05,115.5375,116.4804,113.7169,114.4638,1148250
2023-10-06,114.3356,115.4344,114.172,115.3133,1089164
2023-10-09,115.4292,115.8232,112.1621,112.9737,1156623
2023-10-10,112.5493,114.6999,112.1588,114.2511,1107500
2023-10-11,113.8605,117.409,113.2664,116.6474,1041297
2023-10-12,116.9475,118.7186,116.8161,118.1729,1056082
2023-10-13,117.8743,118.8593,117.4346,118.3005,840605
2023-10-16,118.5869,119.8372,118.448,119.0354,966801
2023-10-17,118.894,119.8025,116.609,116.6807,1057747
2023-10-18,116.7109,117.4104,114.2836,114.4056,1175461
2023-10-19,114.476,114.5442,112.4228,112.4789,1146437
2023-10-20,112.2803,112.8749,112.0981,112.5384,964185
2023-10-23,112.1941,114.2969,111.9148,114.1841,1137725
2023-10-24,113.9381,114.3391,112.5467,113.1338,962010
2023-10-25,112.9348,113.0347,110.8868,112.2591,1137587
2023-10-26,112.2234,112.233,109.219,109.6312,1156727
2023-10-27,109.5837,110.8833,109.5318,110.6551,989839
2023-10-30,110.3849,110.6142,109.0251,109.0463,997222
2023-10-31,108.6568,108.8813,107.4397,107.9536,1281632
2023-11-01,107.8188,107.8774,106.7316,107.0658,945498
2023-11-02,106.8072,107.3732,106.5009,107.3334,800486
2023-11-03,106.7903,108.0772,106.4556,107.3779,1136034
2023-11-06,107.4324,108.3391,106.7413,108.0812,1122623
2023-11-07,107.9101,108.6595,105.4547,105.7693,1131950
2023-11-08,105.8819,108.3493,105.429,108.1837,1142420
2023-11-09,107.9205,108.9662,107.4214,108.6295,963409
2023-11-10,108.3411,108.6369,106.1132,106.5268,1203962
2023-11-13,106.684,108.047,106.1262,107.5489,999079
2023-11-14,107.8553,108.2674,106.0205,106.6424,937244
2023-11-15,106.4406,110.2889,106.1312,109.891,1046319
2023-11-16,109.8859,110.2772,106.6232,107.464,1247237
2023-11-17,107.5116,108.7159,107.3493,108.431,1009230
2023-11-20,108.338,110.0296,107.4781,109.1797,1049047
2023-11-21,109.0541,111.2035,108.7532,110.8816,1033625
2023-11-22,110.7142,111.3888,110.3048,111.2342,989156
2023-11-23,111.0988,112.1613,110.806,111.8367,999863
2023-11-24,112.2017,112.2039,110.135,110.3606,1041856
2023-11-27,110.288,111.975,109.9455,111.924,950999
2023-11-28,112.3761,112.7076,109.8841,110.9522,1196171
2023-11-29,110.8155,112.4218,110.0247,112.3969,1036061
2023-11-30,112.3931,113.5354,112.3671,112.7492,1206835
2023-12-01,113.3863,114.9963,113.0278,114.1845,1045063
2023-12-04,114.0243,116.6235,113.803,115.497,1063373
2023-12-05,115.6131,117.395,115.5793,117.0852,1028041
2023-12-06,116.9865,121.3423,116.479,120.9323,1347145
2023-12-07,121.2633,123.3463,121.1881,123.3384,1126111
2023-12-08,123.4546,126.6533,123.1165,126.5504,1057566
2023-12-11,126.5171,126.7021,125.643,125.7085,977103
2023-12-12,125.7339,128.1568,125.5462,127.9107,1093459
2023-12-13,127.678,128.1527,127.4556,127.9698,878468
2023-12-14,128.4065,129.1016,126.0949,126.3701,1033130
2023-12-15,126.0709,126.1668,123.2442,123.2736,1058499
2023-12-18,123.3107,123.9335,123.2651,123.8122,1005882
2023-12-19,123.9458,124.5854,122.903,122.9346,1071365
2023-12-20,122.8653,127.0272,122.5481,125.9975,1048530
2023-12-21,125.648,126.0177,125.591,125.9844,998677
2023-12-22,125.8281,126.2039,125.0534,125.4672,995053
2023-12-25,125.307,125.9735,125.1423,125.7373,1097455
2023-12-26,125.8835,126.3324,124.2962,124.9621,1105406
2023-12-27,125.4099,125.6036,124.7658,124.9924,1032810
2023-12-28,125.4677,125.497,122.1093,122.5784,861781
2023-12-29,122.5353,122.95,121.4447,121.5566,1165756
2024-01-01,121.1474,123.7775,120.9715,123.2041,1214571
2024-01-02,123.4831,124.7484,122.9501,124.707,1078653
2024-01-03,124.6594,125.879,124.3453,125.6406,1158118
2024-01-04,125.3987,125.6552,124.1527,125.5156,887642
2024-01-05,125.0767,126.2868,124.4851,126.176,1054737
2024-01-08,126.2583,126.8576,126.2174,126.483,1041790
2024-01-09,126.3564,127.3562,124.6887,125.0285,1114796
2024-01-10,125.1843,125.5172,124.7594,125.4816,953313
2024-01-11,125.2656,127.7512,125.1872,127.4366,1121152
2024-01-12,127.5798,127.9725,125.1516,125.2605,1110001
2024-01-15,125.7832,126.2668,123.9618,124.6793,972907
2024-01-16,124.7981,124.8353,122.3156,122.4499,927873
2024-01-17,122.4872,123.3955,122.2721,123.271,1029139
2024-01-18,123.4851,124.3966,122.1752,123.8926,1059260
2024-01-19,123.8471,124.7264,123.0763,124.1946,992480
2024-01-22,124.4933,127.1902,124.3373,127.0808,1210935
2024-01-23,126.9272,129.6719,126.2067,129.2281,1078382
2024-01-24,129.1112,129.4671,128.8467,128.8788,1015622
2024-01-25,128.9297,129.5613,128.3613,129.1306,1000338
2024-01-26,129.3613,131.1992,129.1745,131.1918,915029
2024-01-29,131.6533,132.5861,131.1528,132.0177,874646
2024-01-30,131.9934,133.0922,131.9119,132.3731,954945
2024-01-31,131.9012,132.7092,130.0417,130.3213,1087023
2024-02-01,130.4152,132.3652,129.9415,132.2626,1017222
2024-02-02,132.3117,132.8995,130.5481,131.3995,1073188
2024-02-05,131.4912,131.733,130.0768,130.8467,1036898
2024-02-06,130.8533,131.8832,130.4294,131.512,961224
2024-02-07,131.175,132.5149,130.7721,131.7097,818622
2024-02-08,131.7519,132.6412,128.5461,128.6411,937774
2024-02-09,128.4728,129.6944,126.9331,129.4599,1027355
2024-02-12,129.3078,131.5936,129.0789,130.4044,1277865
2024-02-13,130.6698,131.2344,130.5249,131.0576,1035641
2024-02-14,130.9508,131.4488,129.7321,130.7617,1043355
2024-02-15,130.9129,131.1306,130.0385,130.4157,1153057
2024-02-16,130.6214,131.1747,130.1744,130.7556,1060090
2024-02-19,131.2298,134.9771,131.1853,133.7006,1100383
2024-02-20,133.537,134.1304,132.262,132.5567,1002547
2024-02-21,132.19,132.6497,128.5175,129.3303,1087741
2024-02-22,129.355,129.9881,128.3787,129.6762,1048727
2024-02-23,130.2913,131.3702,130.0006,130.2784,1094101
2024-02-26,129.5402,130.3426,129.463,130.2092,1071885
2024-02-27,130.4072,131.9244,129.9759,130.7807,827258
2024-02-28,130.5655,130.9714,130.0342,130.8166,1027809
2024-02-29,131.1501,133.5646,130.7359,133.3346,909705
2024-03-01,133.1473,133.5576,132.8375,133.2478,1038311
2024-03-04,133.0514,133.4958,130.8507,131.6707,1071265
2024-03-05,131.6734,131.7086,130.2495,130.4913,868647
2024-03-06,130.5156,132.325,130.1593,131.7979,1077460
2024-03-07,132.17,132.3537,132.0585,132.1368,991014
2024-03-08,131.864,132.5602,131.465,131.6866,1144964
2024-03-11,131.4046,132.6517,131.1644,132.156,1067179
2024-03-12,131.9659,132.3145,130.6637,130.87,1130257
2024-03-13,130.9175,133.5834,130.4739,132.5812,1018087
2024-03-14,132.3142,132.3579,129.7506,130.3644,1259725
2024-03-15,130.3764,130.5188,127.9605,129.0105,1115462
2024-03-18,129.3733,130.4411,128.7126,128.7688,859057
2024-03-19,128.6849,129.3042,127.9998,128.7427,861999
2024-03-20,128.9286,129.3725,127.6412,128.0767,1288974
2024-03-21,128.0954,128.75,126.951,127.2334,1077884
2024-03-22,127.3298,127.5307,124.8872,124.915,1240764
